Rwanda,RWA,2015,285.290063252797
Saudi Arabia,SAU,2015,1.43459619355605
Sudan,SDN,2015,3.3018878068065
Senegal,SEN,2015,219.785688976592
Singapore,SGP,2015,0.851598566003837
Solomon Islands,SLB,2015,6.95786690627054
Sierra Leone,SLE,2015,2114.54778475222
El Salvador,SLV,2015,0.48950759395365
Serbia,SRB,2015,40.382445469015
South Sudan,SSD,2015,1.61158885533938
Sao Tome and Principe,STP,2015,11455.597431651
Suriname,SUR,2015,1.9403191924547
Slovak Republic,SVK,2015,0.484693
Slovenia,SVN,2015,0.584276
Sweden,SWE,2015,8.914774
Swaziland,SWZ,2015,4.72147484245731
Seychelles,SYC,2015,7.54983204647006
Chad,TCD,2015,210.855706289088
Togo,TGO,2015,226.656289999856
Thailand,THA,2015,12.1874016045717
Tajikistan,TJK,2015,2.01382591206165
Turkmenistan,TKM,2015,1.4125928486095
Timor-Leste,TLS,2015,0.507242265128728
Tonga,TON,2015,1.43982851553403
Trinidad and Tobago,TTO,2015,3.31652640121454
Tunisia,TUN,2015,0.653866765945045
Turkey,TUR,2015,1.240544
Tuvalu,TUV,2015,1.11711372477645
Tanzania,TZA,2015,654.958695707857
Uganda,UGA,2015,1077.46250131719
Ukraine,UKR,2015,5.81899210422307
Uruguay,URY,2015,20.0337054029041
United States,USA,2015,1
Uzbekistan,UZB,2015,899.567960280549
St. Vincent and the Grenadines,VCT,2015,1.63342587159048
Vietnam,VNM,2015,7576.24888543487
Vanuatu,VUT,2015,101.706128439763
West Bank and Gaza,PSE,2015,2.21960420763547
Samoa,WSM,2015,1.69948487972293
"Yemen, Rep.",YEM,2015,107.131952834826
South Africa,ZAF,2015,5.52905944549578
"Congo, Dem. Rep.",COD,2015,538.394589213513
Zambia,ZMB,2015,2.94918356711248
Zimbabwe,ZWE,2015,0.517268648283837
